AA,CS,JS,Label
0,0.086167862,0.161840409,1
0,0.02555915,0.017793111,1
0,0.152419494,0.140808098,1
1.010920286,0.002899051,0.044499069,1
18.16032498,0.009299656,0.079298491,1
0,0.032701121,0.111134433,1
0,0.011749115,0.036480327,1
0,0.034054917,0.045688002,1
0,0.099779052,0.058840815,1
1.394027871,0.001863878,0.014984228,1
0,0.042260791,0.056341952,1
0,0.007538142,0.028277103,1
0,0.013610564,0.029305405,1
0,0.022739817,0.041550198,1
0,0.006627214,0.061499804,1
0,0.053933247,0.069831183,1
21.30138947,0.002216444,0.018028532,1
12.11936083,0.032250847,0.129286835,1
0,0.004393096,0.025924268,1
0,0.017035095,0.093395951,1
0,0.009675259,0.015342754,1
0.926628408,0.027730422,0.035775053,1
0,0.020306818,0.036324198,1
0,0.182285616,0.150922109,1
8.714685566,0.022619998,0.065901971,1
0,0.015464874,0.087092961,1
0,0.016136427,0.028254452,1
0,0.001037994,0.010093458,1
28.13686281,0.018948648,0.132201405,1
0,0.03231169,0.022621449,1
0,0.355105187,0.230137081,1
0,0.070592886,0.089711953,1
0,0.037631495,0.060241482,1
7.035743812,0.017965764,0.047047177,1
0,0.015262222,0.042212152,1
0,0.171018696,0.119708179,1
0.402297695,0.002225823,0.010900322,1
0,0.00793592,0.056396761,1
0,0.007122945,0.046302617,1
2.509559906,0.005933745,0.02309126,1
0,0.158198191,0.11371589,1
0,0.057378274,0.051085386,1
3.13338014,0.001786357,0.016200632,1
39.68683114,0.007548447,0.05129116,1
0,0.154954135,0.108696154,1
0,0.005416201,0.030174161,1
0,0.046588028,0.066342913,1
0,0.003130652,0.031396751,1
0,0.020598269,0.023784314,1
0,0.034184389,0.086936484,1
0,0.159260052,0.150732791,1
0,0.166517105,0.124909691,1
3.048813161,0.003747227,0.040521869,1
0,0.00128236,0.0185794,1
0,0.002797117,0.051516709,1
26.89016225,0.027877629,0.124972734,1
0,0.345425626,0.198654887,1
0,0.040814626,0.055939942,1
0.888222285,0.000464576,0.012509683,1
0,0.006239987,0.017622829,1
0,0.003747131,0.026749091,1
0,0.192466784,0.137480089,1
0,0.007970591,0.04510811,1
0,0.05642637,0.062877364,1
0,0.080156478,0.071132232,1
0,0.168066773,0.127138941,1
20.14224561,0.015722555,0.067372097,1
3.774269055,0.003926711,0.060143683,1
0,0.010679572,0.076027299,1
0,0.005496141,0.022927948,1
0,0.047952661,0.064917572,1
7.567412528,0.005929568,0.043022345,1
0,0.097551668,0.115160783,1
0,0.095152555,0.094040733,1
0,0.005680622,0.010809455,1
0,0.002554467,0.010738854,1
0,0.032599852,0.051536477,1
0,0.017349398,0.035961549,1
0,0.009161269,0.016958434,1
0,0.006894413,0.035042295,1
0,0.022177761,0.037435886,1
60.24130308,0.009867536,0.02846425,1
0,0.019299912,0.033943686,1
0,0.012574236,0.036813683,1
0,0.435895485,0.275726824,1
25.59829343,0.006090671,0.057026152,1
0,0.011217058,0.033212349,1
0,0.22381084,0.088061612,1
0,0.016622178,0.082224866,1
0,0.041197431,0.048270928,1
0,0.050509982,0.026365271,1
0,0.014253777,0.034781598,1
0,0.027334696,0.085571722,1
16.93721165,0.009903488,0.025788353,1
0,0.032119579,0.051866817,1
0,0.024464276,0.039961347,1
8.218751324,0.006182299,0.058410679,1
0.61475561,0.001072521,0.031264238,1
0,0.042692993,0.05299947,1
0,0.003162278,0.01,1
0,0.003390777,0.025156377,1
3.498248073,0.011700044,0.041031306,1
0,0.034611642,0.069319724,1
0,0.005579758,0.036225491,1
0,0.0470497,0.060904253,1
0,0.020860663,0.020074074,1
0.296512087,0.001751056,0.016794767,1
1.496108197,0.00222312,0.036044545,1
15.70878662,0.009955239,0.075087938,1
0,0.004263339,0.016921662,1
141.8054276,0.001435598,0.016159459,1
0,0.039879895,0.057275078,1
28.82713441,0.031196433,0.170349402,1
0,0.167938064,0.132576896,1
3.714545547,0.002182169,0.01515279,1
0,0.019628169,0.034622157,1
1.921719928,0.003359176,0.01846833,1
0,0.039837169,0.088212477,1
6.25191459,0.013072081,0.053004504,1
0,0.223068816,0.190846589,1
0,0.145284096,0.148550055,1
2.127596382,0.003381144,0.012174447,1
0,0.006039336,0.018513117,1
0,0.001178511,0.01,1
0,0.016524752,0.026773375,1
3.455079898,0.001124167,0.017788416,1
0,0.049969853,0.060472276,1
0,0.020774243,0.050457324,1
0,0.010612166,0.091026282,1
0,0.003874394,0.009856515,1
0,0.010085086,0.042748378,1
0.624054054,0.00257612,0.031234585,1
6.488084335,0.001843619,0.022824157,1
0,0.05556112,0.071500819,1
0,0.024643576,0.038590885,1
0,0.439257486,0.314538853,1
0.712605697,0.002207014,0.021323614,1
0,0.003278907,0.037894965,1
0,0.183604004,0.142531272,1
0.359857925,0.000603793,0.013001101,1
0,0.047602407,0.037078824,1
0.321726859,0.005959046,0.015090145,1
0,0.012452792,0.021317717,1
0,0.115325311,0.115199223,1
5.312453338,0.022403663,0.041411728,1
0,0.018608337,0.035933774,1
0,0.046185626,0.052597601,1
0,0.026126547,0.093435684,1
0,0.027274899,0.046968029,1
0,0.099857258,0.079634016,1
0,0.220139227,0.246689994,1
0,0.222386549,0.178078496,1
0,0.010862999,0.018327798,1
4.941065025,0.002022113,0.011134424,1
0,0.002962046,0.015399314,1
0,0.040148575,0.037649022,1
0,0.006760937,0.022384513,1
0,0.075494133,0.084407864,1
0,0.029919742,0.055477525,1
0,0.015077693,0.056840762,1
0,0.168846945,0.135400441,1
0,0.013777347,0.036914654,1
0,0.046063804,0.05279192,1
0,0.005241044,0.032387261,1
5.522938023,0.03765348,0.08800318,1
1.157916912,0.004995723,0.028718459,1
0,0.042859511,0.053156444,1
0,0.014334901,0.038038599,1
0,0.023931079,0.064482216,1
1.103431196,0.001647104,0.026618257,1
0,0.024028411,0.043227266,1
3.490880883,0.008232502,0.031841726,1
0,0.001654432,0.018151483,1
0,0.080252143,0.098809195,1
0,0.009333897,0.027678722,1
0,0.009958801,0.050347898,1
5.565593712,0.045292621,0.086822082,1
0,0.194280735,0.235209861,1
7.59878621,0.001433399,0.008577872,1
2.567269387,0.001440963,0.028205054,1
0,0.018949402,0.031672667,1
0,0.002729854,0.010102915,1
0,0.019032332,0.039823027,1
0,0.008353043,0.044656777,1
432.3227603,0.00080558,0.007293798,1
0,0.318201961,0.290725583,1
0,0.030599011,0.043782611,1
5.35137599,0.003148895,0.021728427,1
0,0.024322651,0.046948758,1
0,0.047230985,0.05234382,1
0,0.057153396,0.073283017,1
0,0.006507017,0.029473388,1
0,0.190255395,0.155344735,1
0,0.037059964,0.066263006,1
15.49772454,0.005978495,0.030961586,1
31.43525454,0.012723188,0.087047986,1
0,0.061210058,0.088745855,1
0,0.024199762,0.051931102,1
10.62837694,0.006510004,0.044460175,1
0,0.005885901,0.023936762,1
0,0.033137085,0.060451404,1
0,0.323924896,0.1931339,1
0,0.201128781,0.155758445,1
0,0.002646094,0.019381364,1
0,0.062902832,0.083253407,1
3.489229695,0.000667274,0.005686736,1
4.141244578,0.006299173,0.020242788,1
9.225915373,0.00526143,0.02252303,1
0,0.052325478,0.067535356,1
0,0.029627327,0.027549916,1
0,0.135842566,0.090643826,1
0,0.229930974,0.188359116,1
0,0.056117561,0.05886126,1
0,0.075004862,0.069692602,1
0,0.227010787,0.184858669,1
0,0.308259168,0.174369406,1
0,0.010657048,0.023886283,1
24.22310448,0.008495948,0.023036841,1
0,0.013952427,0.094361823,1
0,0.013264762,0.037094752,1
0,0.016571627,0.049343752,1
125.2726011,0.01022494,0.0374129,1
4.868556545,0.013684081,0.070336195,1
6.95874417,0.020859251,0.048906465,1
0,0.227487966,0.183331321,1
0,0.616279807,0.480479373,1
25.20450965,0.005942043,0.014845607,1
0,0.088872003,0.129685073,1
0,0.146410966,0.108606363,1
0,0.062321767,0.08145526,1
0,0.028122038,0.038019448,1
0,0.013983298,0.034018431,1
0,0.007178082,0.015443774,1
4.500376163,0.001962257,0.037468901,1
0,0.72982166,0.667744682,1
0,0.048880004,0.093790675,1
1.151894487,0.00171566,0.020483499,1
0.594798639,0.006755207,0.02367016,1
2.307567248,0.008434272,0.02065722,1
0,0.042558526,0.045130679,1
0,0.01830004,0.055327003,1
0,0.00471401,0.016187357,1
0,0.1505334,0.143074905,1
0,0.0790249,0.181710599,1
0,0.142026488,0.113087327,1
0,0.005487431,0.026159089,1
0,0.043823481,0.061110346,1
1.430676558,0.006181269,0.020425783,1
4.300904215,0.009448523,0.033349166,1
0,0.000957488,0.007771534,1
0,0.004620851,0.041282496,1
0,0.140741355,0.130708638,1
65.76665973,0.000949879,0.006815258,1
0,0.039591373,0.064118333,1
0.926628408,0.00185278,0.010673692,1
0,0.017100657,0.039810375,1
0,0.911210303,0.863100985,1
0,0.037121093,0.059597329,1
0,0.034686366,0.05035749,1
0,0.02113653,0.041059287,1
0,0.01469853,0.026884945,1
0,0.111454531,0.071344814,1
0.670617201,0.001408525,0.019955703,1
0,0.012438665,0.035008043,1
0,0.086868626,0.098591309,1
35.54597194,0.001492849,0.023863593,1
15.06488001,0.043400748,0.14113178,1
0,0.135057771,0.086147326,1
0,0.132626503,0.142155364,1
0,0.013078814,0.027670557,1
0,0.066672561,0.084703134,1
0,0.094344755,0.103331414,1
0,0.000991255,0.013855841,1
5.134320233,0.008871591,0.059060194,1
0,0.044829958,0.068273955,1
0,0.03741921,0.060717954,1
17.5688586,0.037094393,0.093634243,1
5.833564916,0.00154023,0.017765425,1
0,0.275814709,0.254926507,1
3.600961617,0.006949348,0.048102628,1
0,0.017580931,0.112148093,1
0,0.095897691,0.103722117,1
0,0.0469585,0.063307069,1
0.887557824,0.001740266,0.041233464,1
0,0.303120122,0.273228604,1
0,0.010389372,0.033180069,1
0,0.00856126,0.025670732,1
0,0.147981464,0.129933382,1
0,0.019287026,0.042866308,1
20.97936838,0.002297892,0.031350415,1
0,0.145426381,0.088680514,1
0,0.016322301,0.02966535,1
0.282841643,0.00061045,0.003793597,1
0,0.010919876,0.03034767,1
0,0.006278061,0.03199437,1
0.5,0.009935708,0.029875184,1
0,0.025352435,0.032344638,1
0,0.554010888,0.370139855,1
2.265561014,0.023343375,0.034365839,1
0,0.515369091,0.388845468,1
0,0.007255338,0.012865579,1
1.42143505,0.003354528,0.040769578,1
0,0.071822588,0.097998644,1
0,0.015145835,0.029367051,1
0,0.04022322,0.02713207,1
0,0.463543592,0.291735651,1
0.966907898,0.007294536,0.042241544,1
13.40927513,0.034842057,0.109168204,1
36.39178752,0.0040075,0.027857313,1
0,0.018578604,0.037899613,1
0,0.020723449,0.032427498,1
0,0.123832232,0.106956609,1
0,0.034061796,0.065018408,1
7.605585866,0.059645438,0.080479008,1
0,0.264314859,0.241740956,1
0,0.047596476,0.059556301,1
0,0.021020719,0.037545106,1
0,0.020768962,0.033965292,1
0,0.007499928,0.0177907,1
18.52317049,0.020526605,0.032132737,1
0,0.042292877,0.117441941,1
1.744678722,0.001229716,0.022146832,1
0,0.002887061,0.015071765,1
0,0.059211163,0.073268701,1
0,0.015998703,0.046191308,1
5.114521215,0.034965544,0.054995785,1
10.84955298,0.005770565,0.060973732,1
0,0.003843414,0.019579703,1
0,0.019537576,0.047817158,1
10.41440552,0.006543365,0.047252458,1
0,0.005141201,0.02702886,1
0,0.096885231,0.093909605,1
4.21127295,0.007435814,0.020449259,1
0,0.025180316,0.086872439,1
0,0.031632416,0.047112617,1
0,0.014018449,0.016856612,1
0,0.201123068,0.138957046,1
0,0.001128073,0.023534514,1
0,0.12199095,0.066918941,1
18.99885626,0.058204664,0.069252278,1
0,0.008747868,0.029774032,1
58.47617638,0.004592247,0.018059393,1
10.27470875,0.001472411,0.012378867,1
0,0.008557111,0.025870427,1
0,0.008154582,0.027987486,1
0,0.001178511,0.01,1
0,0.005434962,0.034060845,1
0,0.109879896,0.0955452,1
11.17267332,0.003602321,0.039158657,1
0,0.00763439,0.045604936,1
5.035864378,0.00256657,0.032608701,1
0,0.00919764,0.021447339,1
0,0.035108485,0.043888139,1
0,0.000833333,0.01,1
1.03539601,0.003046164,0.026572937,1
0,0.008168815,0.021818164,1
0,0.009895169,0.039147126,1
0,0.166597575,0.122890883,1
0,0.418713588,0.285685605,1
0,0.014371866,0.033070544,1
27.00670802,0.002939365,0.022340361,1
0,0.003162113,0.026349606,1
0,0.059198057,0.073925609,1
20.44656951,0.010721428,0.085319713,1
0,0.419133921,0.293597867,1
0,0.023017093,0.041716728,1
0,0.229687171,0.210169212,1
0,0.00110412,0.018220773,1
0,0.088706612,0.0821434,1
0,0.249318671,0.128385203,1
0,0.230120767,0.354821466,1
0,0.031643709,0.059267171,1
0,0.006594456,0.015929197,1
0,0.010256033,0.018351954,1
0.456551855,0.003804392,0.016410785,1
0,0.064525511,0.095474131,1
0,0.009182725,0.060952127,1
0,0.000168167,0.010002737,1
0,0.452288697,0.299906279,1
0.288186995,0.000487899,0.016141417,1
0,0.012049557,0.040366642,1
0,0.01351569,0.028098055,1
0,0.003814624,0.017398573,1
0,0.019084937,0.037621521,1
0,0.019610052,0.052989883,1
33.07087529,0.008077846,0.063685532,1
1.641889387,0.001317211,0.028938111,1
0,0.124063324,0.080491495,1
14.30165155,0.002492401,0.049397121,1
0,0.048110855,0.062921009,1
0,0.057832898,0.080339011,1
0,0.171950673,0.164997641,1
0,0.041962259,0.059341961,1
0,0.080840203,0.09674041,1
0,0.161665152,0.126303103,1
0,0.044338976,0.258761393,1
1.881063695,0.026577947,0.051122348,1
3.750754311,0.004989506,0.039854558,1
0,0.000296045,0.01,1
0,0.186109564,0.086936532,1
0,0.010625448,0.021062205,1
12.28418523,0.00678132,0.037824595,1
0,0.083048156,0.080349385,1
0,0.0467981,0.067830588,1
0,0.075202012,0.097675207,1
0,0.09368552,0.091758333,1
0,0.19226068,0.201774849,1
0,0.018483321,0.027782049,1
33.86765493,0.004572856,0.02399942,1
0,0.00294079,0.013395057,1
0,0.007368128,0.027406893,1
0.461399899,0.001143335,0.015454545,1
0,0.095532309,0.189143361,1
0,0.352662567,0.223618051,1
0,0.000521888,0.016081232,1
0,0.006580122,0.029334844,1
13.92023891,0.050283908,0.077340036,1
0.670990149,0.003129864,0.01462976,1
17.8673489,0.013976685,0.044778399,1
10.51708667,0.007906193,0.018307118,1
0,0.05844094,0.067739248,1
11.35345057,0.015335519,0.086831255,1
5.470027306,0.002016634,0.023191773,1
12.11186421,0.011908474,0.032780759,1
0,0.012465107,0.046909117,1
7.657753695,0.01207866,0.053884162,1
74.64206713,0.015487987,0.053163325,1
0,0.031680394,0.018920033,1
0,0.020027625,0.039042284,1
0,0.055724885,0.082574252,1
1.253893926,0.001279801,0.036118333,1
0,0.001150424,0.016903121,1
0,0.01,0.01,1
0,0.006151302,0.029392174,1
0,0.097830375,0.098318393,1
19.26974176,0.007171426,0.053454014,1
0,0.008966483,0.029581371,1
0,0.15348996,0.143613116,1
0,0.419133921,0.293597867,1
0,0.09744158,0.052223681,1
0,0.064889844,0.065530061,1
20.31154107,0.00561528,0.044819043,1
0.594460663,0.008638948,0.082942575,1
0.310852752,0.001249331,0.021735108,1
0,0.338454466,0.186200673,1
7.464661901,0.013499577,0.043251067,1
0,0.012595609,0.057666257,1
0,0.023627088,0.045912996,1
0,0.001798291,0.02507343,1
0,0.055133487,0.086362936,1
0,0.078537206,0.040828191,1
0,0.014741867,0.02608536,1
0,0.030601271,0.053097712,1
0,0.023137324,0.040587819,1
0,0.081452516,0.077172736,1
17.02597046,0.047244451,0.097159403,1
0,0.000733713,0.017215089,1
0,0.012480171,0.038401355,1
0,0.011688454,0.046994964,1
0,0.012175902,0.037623026,1
0,0.002816561,0.01563522,1
0,0.006416497,0.031674718,1
0,0.026187783,0.040633931,1
0,0.013091625,0.030238886,1
0,0.013807277,0.029829886,1
0,0.358143082,0.300749085,1
0,0.00531126,0.017876748,1
0,0.053945644,0.07236879,1
0,0.018029856,0.047667721,1
0,0.012228627,0.028641208,1
0,0.135915991,0.117548329,1
0,0.134739777,0.113566027,1
0,0.312457025,0.261329667,1
0,0.047740065,0.061698394,1
0,0.005136467,0.01226178,1
0,0.00434452,0.012088838,1
4.854451289,0.002227743,0.024132169,1
0,0.004120782,0.015879241,1
0,0.192052389,0.185953872,1
0,0.005103,0.012124432,1
0,0.01,0.01,1
0,0.034654355,0.043212607,1
0,0.00508963,0.037510874,1
0,0.198639066,0.113868533,1
0,0.826238404,0.746195195,1
0,0.002240811,0.008506999,1
0,0.004479319,0.019162058,1
0,0.018964144,0.027936334,1
0,0.36358008,0.208097211,1
42.66963437,0.008133349,0.04910751,1
22.45332358,0.098336265,0.119528973,1
0,0.038959262,0.058784339,1
3.230283036,0.00445915,0.012116135,1
0,0.042349879,0.057932075,1
17.03366394,0.011372145,0.075598281,1
4.884004991,0.013410127,0.040318726,1
17.37614578,0.007441842,0.0305745,1
0,0.027636465,0.048844511,1
2.657505868,0.001019692,0.017391604,1
0,0.001530139,0.028423129,1
1.092863722,0.007390157,0.02037302,1
0,0.030994954,0.079587262,1
0,0.080479208,0.09688471,1
0,0.129085869,0.131052919,1
0,0.060674666,0.07063864,1
15.775717,0.007814763,0.055909888,1
0,0.007760369,0.016559272,1
0,0.171118995,0.0571235,1
0,0.322794624,0.165304578,1
0,0.006694929,0.024014073,1
0,0.003658252,0.021203954,1
0,0.006319591,0.020481018,1
0,0.003664454,0.020330225,1
0,0.360749579,0.222889225,1
0,0.074798711,0.099320107,1
0,0.012712713,0.047724695,1
0.885790225,0.001825341,0.016515006,1
0,0.004082483,0.01,1
0,0.051290647,0.059490016,1
3.266606944,0.004034934,0.037216665,1
0,0.010430362,0.028385895,1
0,0.012446594,0.031393755,1
0,0.000471318,0.014051048,1
0,0.128970851,0.140105168,1
0,0.190138385,0.146887316,1
0,0.010190855,0.08308738,1
4.945887541,0.001709955,0.027669673,1
0,0.594688179,0.455812433,1
0,0.557913476,0.390457092,1
0,0.001186782,0.01,1
2.131198604,0.001852821,0.043543967,1
0,0.292449237,0.294590811,1
3.485229685,0.003078913,0.010389363,1
0,0.007907539,0.0151132,1
0,0.124198845,0.136113694,1
0,0.00590129,0.023196792,1
0,0.008253232,0.015766836,1
0,0.389623412,0.268927549,1
1.460208295,0.002341182,0.013352936,1
2.985332388,0.007675604,0.022138575,1
0.468704834,0.004640599,0.011755683,1
38.71940033,0.009430491,0.033499745,1
0,0.4624541,0.332962057,1
0,0.054196002,0.065417708,1
36.42059757,0.0056139,0.047307779,1
0,0.004648657,0.019868,1
0,0.00618771,0.028560457,1
17.45887744,0.001906932,0.046836518,1
0,0.004524951,0.016960369,1
0,0.02875813,0.051280835,1
0,0.004752333,0.015527433,1
0,0.004199007,0.019356893,1
0,0.015670794,0.058208671,1
10.5711559,0.011400028,0.019818666,1
0,0.079285382,0.122365655,1
0,0.023356902,0.062716421,1
0,0.015955877,0.035176339,1
0,0.017904377,0.057294839,1
0,0.013774434,0.048146982,1
3.067839802,0.004488385,0.030366637,1
0,0.005785899,0.013802724,1
0,0.014457906,0.040039028,1
0.974657995,0.001056053,0.024395514,1
0,0.052661374,0.069809054,1
0,0.045900207,0.060576137,1
0,0.00443947,0.066706334,1
0,0.008709291,0.031103536,1
4.986988708,0.019753587,0.136602935,1
0,0.030951973,0.049299604,1
0,0.148540747,0.147061044,1
0,0.015498873,0.042255172,1
16.70311457,0.013276364,0.065032102,1
0,0.005861211,0.040275551,1
0,0.305254737,0.333897901,1
0,0.030939393,0.129027763,1
0,0.069451147,0.062738668,1
6.319497933,0.006347843,0.030170886,1
0,0.015808111,0.032370541,1
0,0.026284069,0.052153024,1
3.962876039,0.004601096,0.032601201,1
0,0.012108964,0.038972313,1
5.50300257,0.001061452,0.012044027,1
0.340773736,0.001739058,0.016571345,1
16.15984006,0.00469362,0.03092404,1
0,0.028276369,0.046394163,1
0,0.042441099,0.077317979,1
0,0.055143724,0.048086922,1
0.996560541,0.0013448,0.016818769,1
0,0.097931734,0.090913169,1
0,0.082665366,0.059385368,1
5.112823935,0.017384924,0.082607774,1
0,0.263685955,0.210169058,1
0,0.36554722,0.246731315,1
0,0.024316229,0.042688825,1
0,0.009095416,0.041338191,1
9.029017427,0.004905849,0.029808509,1
0,0.024790872,0.05474941,1
0,0.010983014,0.020051586,1
0,0.052710434,0.055974961,1
0,0.089615204,0.080651826,1
1.663706129,0.002374486,0.015691643,1
0,0.453655266,0.302821584,1
0,0.031972465,0.083699398,1
0,0.007047419,0.019005278,1
0,0.011857143,0.029166097,1
0,0.285722016,0.281935833,1
0,0.328030631,0.179339072,1
0,0.004346902,0.010833116,1
0,0.014993394,0.071591616,1
0,0.159619185,0.166516385,1
0,0.020634878,0.045170654,1
0,0.059703996,0.086358038,1
0,0.001714986,0.01,1
0,0.017258698,0.132823754,1
2.853097021,0.006412872,0.056731593,1
0,0.014047082,0.029955741,1
0,0.003623221,0.036551345,1
15.08449259,0.00385562,0.037650034,1
0,0.008660487,0.101655739,1
0,0.031764517,0.025572194,1
4.328945977,0.00410012,0.049080823,1
0,0.007078639,0.030681458,1
0,0.124495795,0.08187909,1
1.380612824,0.00328913,0.016597926,1
0,0.032820553,0.043458231,1
0,0.099014342,0.097596552,1
0,0.212461252,0.17350942,1
0,0.009355259,0.023793305,1
0,0.007012492,0.029316118,1
0,0.002566893,0.024223881,1
0,0.068530889,0.087853686,1
0,0.013493341,0.037052664,1
15.4027632,0.004006476,0.022221253,1
0,0.004837511,0.04769317,1
1.222318778,0.00497566,0.015379409,1
0,0.021825868,0.036431879,1
0,0.009292153,0.023142001,1
0,0.167822117,0.101010067,1
107.864928,0.0088797,0.04632732,1
0.272759228,0.000807188,0.013550409,1
6.69348077,0.002604271,0.030620872,1
0,0.278337704,0.244958134,1
4.054352061,0.007395396,0.060990222,1
0,0.005647636,0.016022815,1
0,0.045947485,0.08018186,1
0,0.007132371,0.016689907,1
0,0.249031325,0.181217039,1
0,0.052242411,0.073326291,1
0,0.171826117,0.132521963,1
0,0.205401199,0.063170332,1
0,0.019046684,0.047710782,1
2.19685931,0.007611602,0.038363808,1
0,0.040765506,0.042871793,1
0,0.163482629,0.149094946,1
0,0.151172379,0.131907852,1
7.221868335,0.002990412,0.022740217,1
0,0.014662208,0.073082006,1
0,0.146027099,0.118627499,1
15.9725398,0.025924886,0.071296327,1
0,0.005113552,0.024623902,1
0,0.016125256,0.035806868,1
0,0.184054869,0.139858147,1
0,0.005561341,0.015174037,1
16.30589969,0.016800127,0.076659468,1
0,0.003111637,0.018844844,1
0,0.034898813,0.040719645,1
0,0.02994439,0.052060047,1
0,0.012159559,0.058446148,1
0,0.037798283,0.051566021,1
0,0.015631229,0.043438624,1
0,0.011117885,0.032465934,1
0,0.01,0.01,1
0,0.012338736,0.031386649,1
0.410750338,0.010825814,0.021711257,1
0,0.010873874,0.027838831,1
0,0.014930254,0.03374653,1
0,0.042193683,0.057491127,1
0,0.003699918,0.034362832,1
0,0.006236279,0.031584966,1
3.743433614,0.001243732,0.02349398,1
0,0.711807055,0.613069981,1
0,0.004839767,0.019421955,1
0,0.030285218,0.038447272,1
1.912505315,0.002535759,0.031605883,1
0,0.01455425,0.054836477,1
