AA,CS,JS,RA,Label
0.185877152,0.01792178,0.022857143,0.004608295,1
0.371499901,0.010762452,0.041368446,0.000166809,1
0,0.004740496,0.019270073,0,1
2.966421573,0.004417009,0.046475018,0.024034868,1
1.493321671,0.004436404,0.021245024,0.105226759,1
1.010986101,0.029954537,0.046198652,0.039422969,1
0,0.203736028,0.080677075,0,1
4.024723318,0.00175056,0.017508367,0.071486937,1
0.819102869,0.02131647,0.02484572,0.01422627,1
0,0.219108926,0.122272258,0,1
0,0.030271071,0.029087252,0,1
0.342856866,0.007950628,0.02461082,0.015925614,1
0.499041401,0.041978423,0.053434064,0.000324545,1
1.626526986,0.004233014,0.013529412,0.045863414,1
0,0.047216417,0.051947822,0,1
2.632743152,0.02459456,0.076977948,0.14770895,1
3.22397021,0.012295791,0.032447061,0.977031781,1
2.217591895,0.003928138,0.027412988,0.018213042,1
0.162139818,0.003503548,0.012205914,0.002096436,1
0.478744486,0.007259494,0.021842707,0.019536306,1
0,0.009803826,0.016158191,0,1
2.816061151,0.009912841,0.05257998,0.002915023,1
0.632444696,0.011661983,0.037151608,0.003311501,1
0,0.004615367,0.031278569,0,1
8.157866307,0.031872051,0.048924284,2.586810166,1
0.457725751,0.012240785,0.028534644,0.004533455,1
0.172370462,0.030104981,0.046228916,1.87E-05,1
0,0.084800039,0.049649797,0,1
0.463076421,0.019463404,0.033482849,0.001845978,1
0,0.426068018,0.422199004,0,1
0.694944764,0.014023799,0.03790112,0.000470399,1
3.527442817,0.019422622,0.12602921,0.053348937,1
0,0.006770662,0.017095736,0,1
0.396932432,0.015512104,0.03965589,0.000225772,1
3.589069505,0.002556841,0.057320649,0.044790267,1
1.638367009,0.029166931,0.06841585,0.063068794,1
4.498004903,0.00153633,0.019003762,0.122768306,1
3.317146203,0.002232724,0.018565638,0.041220347,1
5.581440285,0.004152108,0.020752917,0.102558579,1
0.50594823,0.032843503,0.051084279,0.008045973,1
0,0.00396762,0.015772307,0,1
0,0.11493362,0.081401668,0,1
0.644178131,0.053341846,0.067661791,0.010697692,1
0.418802241,0.006566938,0.030078623,0.000937143,1
2.026662041,0.055929915,0.123164337,0.046098515,1
1.904310782,0.006171275,0.020146389,0.031738895,1
2.259168552,0.004448697,0.019813871,0.004161765,1
0.21306196,0.042600349,0.051042585,0.000381331,1
0,0.278469189,0.243904324,0,1
0,0.104845209,0.068841192,0,1
0.331685516,0.001259564,0.0154008,0.007146351,1
0.246048952,0.04895188,0.060769252,0.00066487,1
0.179710007,0.178020256,0.134130563,0.003831418,1
0,0.004718497,0.015271099,0,1
0,0.000375823,0.01,0,1
3.832027206,0.012215594,0.054612375,0.037976709,1
0,0.040891678,0.026974151,0,1
1.825353353,0.007327998,0.064142878,0.00171954,1
0,0.012247507,0.027345159,0,1
0,0.021678027,0.036547905,0,1
0.126088691,0.106520771,0.110724764,0.000359454,1
0,0.061774429,0.079946837,0,1
0.269680473,0.07240755,0.075766846,0.006061917,1
6.923318085,0.00091403,0.015603078,0.061226367,1
0,0.028494162,0.026722751,0,1
0.459714913,0.00151214,0.014972455,0.004923087,1
1.113359291,0.032867471,0.040035677,0.02060535,1
0,0.01817514,0.045512,0,1
13.39057119,0.003100374,0.029885018,0.039702128,1
2.305850704,0.007609052,0.042806883,0.010132477,1
3.388467382,0.010535368,0.044514889,0.005395488,1
0.180237379,0.10968419,0.107027459,3.43E-05,1
1.442536961,0.012779721,0.022805926,0.216978677,1
0.353218392,0.059486033,0.08539406,0.008682199,1
0,0.000403567,0.01,0,1
0,0.761204288,0.683501863,0,1
0.466738006,0.010244752,0.033919215,0.000173499,1
1.161696721,0.031211776,0.049182895,0.000607369,1
0.556571954,0.019900389,0.036513303,0.001302279,1
7.529697011,0.021458601,0.106769397,0.093689544,1
0.127273521,0.005240252,0.01476257,0.000386997,1
3.200725648,0.017205178,0.047325808,0.412730394,1
0.090689407,0.171843939,0.134628083,1.63E-05,1
0.204484378,0.000398428,0.011525311,0.007518797,1
11.37606673,0.013702521,0.069307183,0.404420008,1
2.535744938,0.005808421,0.046822015,0.007259839,1
1.832744164,0.013515308,0.053925331,0.000981527,1
1.996611401,0.009556066,0.039902231,0.033414135,1
0.600031804,0.046035647,0.048294532,0.11211816,1
2.62716499,0.004222695,0.064079515,0.016590096,1
0.471423685,0.05114295,0.079120306,0.010085878,1
2.689773605,0.001804373,0.030754443,0.114502001,1
0,0.024033909,0.041040128,0,1
0.569631189,0.086167862,0.161840409,0.004095192,1
0,0.02555915,0.017793111,0,1
0.333016185,0.152419494,0.140808098,0.00517023,1
2.650705413,0.002899051,0.044499069,0.033193246,1
8.523423942,0.009299656,0.079298491,0.172354819,1
2.343243957,0.032701121,0.111134433,0.023369901,1
2.22920454,0.011749115,0.036480327,0.021486327,1
0.233439605,0.034054917,0.045688002,0.001902452,1
0,0.099779052,0.058840815,0,1
14.80061532,0.001863878,0.014984228,0.096929884,1
0.095674287,0.042260791,0.056341952,2.89E-05,1
3.749957766,0.007538142,0.028277103,0.125444816,1
1.50176492,0.013610564,0.029305405,0.002195288,1
0,0.022739817,0.041550198,0,1
6.640561431,0.006627214,0.061499804,0.004875097,1
0,0.053933247,0.069831183,0,1
8.185045666,0.002216444,0.018028532,0.278036885,1
5.731469363,0.032250847,0.129286835,0.286462028,1
4.853371453,0.004393096,0.025924268,0.037433271,1
3.999566445,0.017035095,0.093395951,0.002071408,1
0,0.009675259,0.015342754,0,1
0.233826998,0.027730422,0.035775053,0.013888889,1
0.965219281,0.020306818,0.036324198,0.011142467,1
0,0.182285616,0.150922109,0,1
4.009833523,0.022619998,0.065901971,0.342292293,1
6.072171694,0.015464874,0.087092961,0.042894215,1
0.363518618,0.016136427,0.028254452,0.001945052,1
0,0.001037994,0.010093458,0,1
14.15548824,0.018948648,0.132201405,0.478647429,1
0,0.03231169,0.022621449,0,1
0,0.355105187,0.230137081,0,1
0,0.070592886,0.089711953,0,1
0.294420116,0.037631495,0.060241482,0.002284341,1
3.450383418,0.017965764,0.047047177,0.190101071,1
3.403385598,0.015262222,0.042212152,0.018242392,1
0,0.171018696,0.119708179,0,1
3.466532653,0.002225823,0.010900322,0.09904478,1
8.028982257,0.00793592,0.056396761,0.034521794,1
2.513837563,0.007122945,0.046302617,0.002506756,1
2.595646412,0.005933745,0.02309126,0.282459542,1
0.176050988,0.158198191,0.11371589,0.003412969,1
0.197775195,0.057378274,0.051085386,0.006369427,1
2.11064698,0.001786357,0.016200632,0.060736051,1
20.31185168,0.007548447,0.05129116,1.17401267,1
0.077968063,0.154954135,0.108696154,2.69E-06,1
0.20576926,0.005416201,0.030174161,0.007751938,1
0.073830359,0.046588028,0.066342913,1.31E-06,1
2.3690637,0.003130652,0.031396751,0.005353615,1
0,0.020598269,0.023784314,0,1
1.461643133,0.034184389,0.086936484,0.037322504,1
0.16050124,0.159260052,0.150732791,0.001968504,1
0,0.166517105,0.124909691,0,1
1.504679212,0.003747227,0.040521869,0.021612224,1
0.352318916,0.00128236,0.0185794,0.000919254,1
1.477180027,0.002797117,0.051516709,0.008609584,1
11.67767323,0.027877629,0.124972734,1.31218871,1
0,0.345425626,0.198654887,0,1
0,0.040814626,0.055939942,0,1
0.831834638,0.000464576,0.012509683,0.009014195,1
0.183888455,0.006239987,0.017622829,0.004347826,1
1.569699556,0.003747131,0.026749091,0.009003737,1
0,0.192466784,0.137480089,0,1
1.070544352,0.007970591,0.04510811,0.002646551,1
0,0.05642637,0.062877364,0,1
0,0.080156478,0.071132232,0,1
0,0.168066773,0.127138941,0,1
10.624077,0.015722555,0.067372097,0.81818208,1
3.34393111,0.003926711,0.060143683,0.035065877,1
2.146336978,0.010679572,0.076027299,0.000936486,1
6.48149564,0.005496141,0.022927948,0.015346302,1
0,0.047952661,0.064917572,0,1
7.218744413,0.005929568,0.043022345,0.079600098,1
0,0.097551668,0.115160783,0,1
0.350120639,0.095152555,0.094040733,0.006793997,1
0.098557939,0.005680622,0.010809455,3.92E-05,1
0,0.002554467,0.010738854,0,1
0.140424737,0.032599852,0.051536477,0.000807754,1
0.251299809,0.017349398,0.035961549,0.000709985,1
0,0.009161269,0.016958434,0,1
0.769590928,0.006894413,0.035042295,0.003836994,1
1.193588918,0.022177761,0.037435886,0.014427096,1
23.48805622,0.009867536,0.02846425,1.710579043,1
1.177786968,0.019299912,0.033943686,0.003206241,1
0.153568659,0.012574236,0.036813683,0.001485884,1
0,0.435895485,0.275726824,0,1
12.04353523,0.006090671,0.057026152,0.12163006,1
0.5334553,0.011217058,0.033212349,0.011774478,1
0,0.22381084,0.088061612,0,1
1.584820314,0.016622178,0.082224866,0.002080414,1
0.161542657,0.041197431,0.048270928,0.00204918,1
0.224816365,0.050509982,0.026365271,0.000465532,1
0.214200444,0.014253777,0.034781598,0.000186627,1
3.827597549,0.027334696,0.085571722,0.055917404,1
8.879324298,0.009903488,0.025788353,0.250616381,1
0.575704338,0.032119579,0.051866817,0.00743067,1
0,0.024464276,0.039961347,0,1
4.784317134,0.006182299,0.058410679,0.055472109,1
0.86242733,0.001072521,0.031264238,0.006689034,1
0.233826998,0.042692993,0.05299947,0.013888889,1
0.083581765,0.003162278,0.01,6.37E-06,1
0.256339706,0.003390777,0.025156377,0.000824832,1
1.782773672,0.011700044,0.041031306,0.123336777,1
3.227776675,0.034611642,0.069319724,0.185562845,1
1.260808819,0.005579758,0.036225491,0.000793005,1
0.28119276,0.0470497,0.060904253,0.001785897,1
0,0.020860663,0.020074074,0,1
0.835373681,0.001751056,0.016794767,0.004791872,1
1.079838957,0.00222312,0.036044545,0.013157653,1
14.14763997,0.009955239,0.075087938,0.491113586,1
0.255187017,0.004263339,0.016921662,0.000840877,1
115.2762513,0.001435598,0.016159459,5.409340231,1
0.073830359,0.039879895,0.057275078,1.31E-06,1
11.52144446,0.031196433,0.170349402,0.735203159,1
0,0.167938064,0.132576896,0,1
1.27537419,0.002182169,0.01515279,0.234105181,1
1.62582066,0.019628169,0.034622157,0.025600951,1
1.166052771,0.003359176,0.01846833,0.054883703,1
2.87297887,0.039837169,0.088212477,0.090771,1
5.366016549,0.013072081,0.053004504,0.139324173,1
0,0.223068816,0.190846589,0,1
0,0.145284096,0.148550055,0,1
0.794508555,0.003381144,0.012174447,0.20310559,1
0.073830359,0.006039336,0.018513117,1.31E-06,1
0.178386605,0.001178511,0.01,0.003676471,1
0,0.016524752,0.026773375,0,1
1.299411072,0.001124167,0.017788416,0.110684991,1
0.290149486,0.049969853,0.060472276,0.000133044,1
0.535756243,0.020774243,0.050457324,0.000631115,1
2.797484237,0.010612166,0.091026282,0.006868435,1
0.191164067,0.003874394,0.009856515,0.005347594,1
1.479195427,0.010085086,0.042748378,0.002030013,1
0.383386451,0.00257612,0.031234585,0.001354346,1
2.843150825,0.001843619,0.022824157,0.215367402,1
0,0.05556112,0.071500819,0,1
0.571157655,0.024643576,0.038590885,0.004157378,1
0,0.439257486,0.314538853,0,1
0.30272376,0.002207014,0.021323614,0.003514725,1
3.048906456,0.003278907,0.037894965,0.011324522,1
0,0.183604004,0.142531272,0,1
5.810345693,0.000603793,0.013001101,0.122797965,1
0.090968299,0.047602407,0.037078824,1.68E-05,1
0.712552661,0.005959046,0.015090145,0.006396982,1
0.097002751,0.012452792,0.021317717,3.33E-05,1
0.107498404,0.115325311,0.115199223,9.12E-05,1
2.249365151,0.022403663,0.041411728,0.1956528,1
0.545396778,0.018608337,0.035933774,0.00036083,1
0,0.046185626,0.052597601,0,1
0.110237684,0.026126547,0.093435684,0.000114916,1
0.170632388,0.027274899,0.046968029,1.63E-05,1
0.172261283,0.099857258,0.079634016,0.003012048,1
0.304618183,0.220139227,0.246689994,0.00290534,1
0,0.222386549,0.178078496,0,1
0.564989484,0.010862999,0.018327798,0.003796802,1
3.587927639,0.002022113,0.011134424,0.064556912,1
0.590796832,0.002962046,0.015399314,0.005093657,1
0,0.040148575,0.037649022,0,1
1.086955737,0.006760937,0.022384513,0.000996145,1
0,0.075494133,0.084407864,0,1
1.036671957,0.029919742,0.055477525,0.003178727,1
3.168576973,0.015077693,0.056840762,0.002326725,1
0.086953824,0.168846945,0.135400441,1.01E-05,1
0.462581553,0.013777347,0.036914654,0.00129133,1
0.335089044,0.046063804,0.05279192,0.004332813,1
19.17597598,0.005241044,0.032387261,0.014571293,1
2.917516147,0.03765348,0.08800318,0.169480185,1
0.95116606,0.004995723,0.028718459,0.017092037,1
0,0.042859511,0.053156444,0,1
1.222112052,0.014334901,0.038038599,0.000637271,1
1.098251397,0.023931079,0.064482216,0.008699121,1
0.6184348,0.001647104,0.026618257,0.006378142,1
0.545007248,0.024028411,0.043227266,0.004354543,1
2.542511324,0.008232502,0.031841726,0.090217511,1
0.165951252,0.001654432,0.018151483,0.002415459,1
0.18785416,0.080252143,0.098809195,5.19E-05,1
0,0.009333897,0.027678722,0,1
0.403458381,0.009958801,0.050347898,0.004640475,1
4.018122938,0.045292621,0.086822082,0.291025145,1
0.220909604,0.194280735,0.235209861,0.001116138,1
4.687301416,0.001433399,0.008577872,0.064775803,1
3.365300142,0.001440963,0.028205054,0.024145296,1
0.451552485,0.018949402,0.031672667,0.005337872,1
2.545655704,0.002729854,0.010102915,0.014945956,1
2.731514196,0.019032332,0.039823027,0.002564858,1
1.621784779,0.008353043,0.044656777,0.019339551,1
188.0757697,0.00080558,0.007293798,8.346420182,1
0,0.318201961,0.290725583,0,1
0.745448061,0.030599011,0.043782611,0.055379517,1
2.051929452,0.003148895,0.021728427,0.135090867,1
1.889791411,0.024322651,0.046948758,0.040507778,1
0,0.047230985,0.05234382,0,1
0,0.057153396,0.073283017,0,1
0.566823573,0.006507017,0.029473388,0.000316964,1
0,0.190255395,0.155344735,0,1
0.708342113,0.037059964,0.066263006,0.000101726,1
7.105953665,0.005978495,0.030961586,0.10866252,1
13.13578695,0.012723188,0.087047986,1.10291943,1
0.17390981,0.061210058,0.088745855,2.11E-05,1
0.077516816,0.024199762,0.051931102,2.50E-06,1
5.764616693,0.006510004,0.044460175,0.254306488,1
2.048949124,0.005885901,0.023936762,0.006134925,1
0.953819904,0.033137085,0.060451404,0.004848837,1
0,0.323924896,0.1931339,0,1
0.179220147,0.201128781,0.155758445,0.003773585,1
0.124451187,0.002646094,0.019381364,0.000323834,1
0.455218155,0.062902832,0.083253407,0.024837195,1
12.34236475,0.000667274,0.005686736,0.140134845,1
1.848562963,0.006299173,0.020242788,0.357601338,1
6.05357564,0.00526143,0.02252303,0.127712069,1
0.380290331,0.052325478,0.067535356,0.000108626,1
0,0.029627327,0.027549916,0,1
0,0.135842566,0.090643826,0,1
0,0.229930974,0.188359116,0,1
0.165536356,0.056117561,0.05886126,1.41E-05,1
0,0.075004862,0.069692602,0,1
0,0.227010787,0.184858669,0,1
0,0.308259168,0.174369406,0,1
0.170378159,0.010657048,0.023886283,0.002824859,1
9.747310387,0.008495948,0.023036841,0.894215422,1
6.761482013,0.013952427,0.094361823,0.007228284,1
0.488208783,0.013264762,0.037094752,0.000214585,1
0.83029254,0.016571627,0.049343752,0.017055289,1
52.4795515,0.01022494,0.0374129,3.041334091,1
2.543106032,0.013684081,0.070336195,0.035885995,1
3.014257473,0.020859251,0.048906465,0.297855752,1
0,0.227487966,0.183331321,0,1
0,0.616279807,0.480479373,0,1
11.69186143,0.005942043,0.014845607,0.403125765,1
0.413216368,0.088872003,0.129685073,0.00289733,1
0,0.146410966,0.108606363,0,1
0.215313487,0.062321767,0.08145526,0.009615385,1
0.382721123,0.028122038,0.038019448,0.00210726,1
0.36150955,0.013983298,0.034018431,6.48E-05,1
0,0.007178082,0.015443774,0,1
11.30515241,0.001962257,0.037468901,0.143502163,1
0,0.72982166,0.667744682,0,1
2.195986723,0.048880004,0.093790675,0.156781059,1
0.439070052,0.00171566,0.020483499,0.003382674,1
0.750898759,0.006755207,0.02367016,0.022890436,1
1.751578493,0.008434272,0.02065722,0.167978283,1
0,0.042558526,0.045130679,0,1
1.571107147,0.01830004,0.055327003,0.001893303,1
0.981040424,0.00471401,0.016187357,0.001933554,1
0,0.1505334,0.143074905,0,1
1.371885028,0.0790249,0.181710599,0.026807402,1
0,0.142026488,0.113087327,0,1
0.142518972,0.005487431,0.026159089,0.000896861,1
0,0.043823481,0.061110346,0,1
0.621334935,0.006181269,0.020425783,0.2,1
5.43545769,0.009448523,0.033349166,0.246290563,1
0.993689166,0.000957488,0.007771534,0.00518212,1
0.291875503,0.004620851,0.041282496,0.000120042,1
0,0.140741355,0.130708638,0,1
30.80978821,0.000949879,0.006815258,2.899599201,1
0.119318712,0.039591373,0.064118333,0.0002292,1
0.586025752,0.00185278,0.010673692,0.087643678,1
0.20924339,0.017100657,0.039810375,0.008403361,1
0,0.911210303,0.863100985,0,1
0.61132152,0.037121093,0.059597329,0.011507349,1
0.217906794,0.034686366,0.05035749,0.000790713,1
0,0.02113653,0.041059287,0,1
0.577786094,0.01469853,0.026884945,0.003814865,1
0,0.111454531,0.071344814,0,1
0.289489247,0.001408525,0.019955703,0.002211487,1
1.190113429,0.012438665,0.035008043,0.003471896,1
0,0.086868626,0.098591309,0,1
14.6818582,0.001492849,0.023863593,0.528929702,1
5.88391164,0.043400748,0.14113178,0.189222512,1
0,0.135057771,0.086147326,0,1
0.123027104,0.132626503,0.142155364,0.000295072,1
0.191756916,0.013078814,0.027670557,0.005434783,1
0.366079615,0.066672561,0.084703134,0.00074269,1
0.114999711,0.094344755,0.103331414,0.000167308,1
0,0.000991255,0.013855841,0,1
1.501452805,0.008871591,0.059060194,0.019157171,1
1.131950322,0.044829958,0.068273955,0.008477414,1
0.723147727,0.03741921,0.060717954,0.021299827,1
7.713551029,0.037094393,0.093634243,1.337145824,1
2.082710257,0.00154023,0.017765425,0.103457109,1
0.177468916,0.275814709,0.254926507,0.003571429,1
1.959820623,0.006949348,0.048102628,0.031317059,1
4.789888233,0.017580931,0.112148093,0.007165151,1
0.162010549,0.095897691,0.103722117,9.74E-06,1
0.197627093,0.0469585,0.063307069,0.000311677,1
0.951128179,0.001740266,0.041233464,0.002487567,1
0,0.303120122,0.273228604,0,1
0,0.010389372,0.033180069,0,1
2.855719859,0.00856126,0.025670732,0.156325376,1
0.145982713,0.147981464,0.129933382,0.001059322,1
0.581666371,0.019287026,0.042866308,0.005820199,1
9.900177095,0.002297892,0.031350415,0.52163466,1
0,0.145426381,0.088680514,0,1
0.657229825,0.016322301,0.02966535,0.009558598,1
0.42413723,0.00061045,0.003793597,0.000528471,1
1.247317934,0.010919876,0.03034767,0.000200544,1
1.073152508,0.006278061,0.03199437,0.007187803,1
0.525367199,0.009935708,0.029875184,0.013213365,1
0,0.025352435,0.032344638,0,1
0,0.554010888,0.370139855,0,1
0.707055069,0.023343375,0.034365839,0.038230536,1
0,0.515369091,0.388845468,0,1
0,0.007255338,0.012865579,0,1
1.565349523,0.003354528,0.040769578,0.019003278,1
0,0.071822588,0.097998644,0,1
0,0.015145835,0.029367051,0,1
0,0.04022322,0.02713207,0,1
0,0.463543592,0.291735651,0,1
0.696978167,0.007294536,0.042241544,0.022300533,1
5.462345856,0.034842057,0.109168204,0.528945782,1
16.92889251,0.0040075,0.027857313,0.418441995,1
0.189097864,0.018578604,0.037899613,0.005050505,1
0,0.020723449,0.032427498,0,1
0,0.123832232,0.106956609,0,1
1.021825831,0.034061796,0.065018408,0.013855056,1
3.353250373,0.059645438,0.080479008,0.519678059,1
0.193833937,0.264314859,0.241740956,0.005747126,1
0.628429574,0.047596476,0.059556301,0.002986328,1
0.44313719,0.021020719,0.037545106,0.023739496,1
0.452994374,0.020768962,0.033965292,0.000102665,1
1.152603706,0.007499928,0.0177907,0.002952286,1
7.997758546,0.020526605,0.032132737,0.725717801,1
2.843892455,0.042292877,0.117441941,0.052025167,1
0.879023758,0.001229716,0.022146832,0.007841423,1
0,0.002887061,0.015071765,0,1
0,0.059211163,0.073268701,0,1
0.08801954,0.015998703,0.046191308,1.16E-05,1
2.004343391,0.034965544,0.054995785,0.357815266,1
4.889206369,0.005770565,0.060973732,0.179985643,1
0,0.003843414,0.019579703,0,1
1.292228923,0.019537576,0.047817158,0.013421222,1
6.512929069,0.006543365,0.047252458,0.357075872,1
1.940792241,0.005141201,0.02702886,0.015935952,1
0.08554461,0.096885231,0.093909605,8.38E-06,1
2.526749196,0.007435814,0.020449259,0.394030269,1
2.68347726,0.025180316,0.086872439,0.064661049,1
0.971469339,0.031632416,0.047112617,0.008651661,1
0,0.014018449,0.016856612,0,1
0,0.201123068,0.138957046,0,1
0.910507346,0.001128073,0.023534514,0.010555682,1
0.073830359,0.12199095,0.066918941,1.31E-06,1
8.099766829,0.058204664,0.069252278,1.063982934,1
0.937231969,0.008747868,0.029774032,0.001846975,1
25.41698892,0.004592247,0.018059393,2.036199556,1
45.96357645,0.001472411,0.012378867,0.715836904,1
0.105908791,0.008557111,0.025870427,7.93E-05,1
2.419374973,0.008154582,0.027987486,0.000744935,1
0.178386605,0.001178511,0.01,0.003676471,1
0.659950011,0.005434962,0.034060845,0.004881068,1
0,0.109879896,0.0955452,0,1
40.93012061,0.003602321,0.039158657,0.780784148,1
1.22295592,0.00763439,0.045604936,0.002703504,1
2.767896534,0.00256657,0.032608701,0.03396425,1
0.380449376,0.00919764,0.021447339,0.001241849,1
0.82194596,0.035108485,0.043888139,0.00550467,1
0.217147241,0.000833333,0.01,0.01,1
16.85245342,0.003046164,0.026572937,0.334362097,1
0.077516816,0.008168815,0.021818164,2.50E-06,1
5.405642711,0.009895169,0.039147126,0.013806697,1
0.134164044,0.166597575,0.122890883,0.000579374,1
0,0.418713588,0.285685605,0,1
1.078637726,0.014371866,0.033070544,0.004498747,1
20.33010022,0.002939365,0.022340361,0.375334216,1
4.590366414,0.003162113,0.026349606,0.004074286,1
0.401129243,0.059198057,0.073925609,0.001721925,1
13.44392862,0.010721428,0.085319713,0.123116994,1
0,0.419133921,0.293597867,0,1
0.156736802,0.023017093,0.041716728,0.001694915,1
0,0.229687171,0.210169212,0,1
0,0.00110412,0.018220773,0,1
0,0.088706612,0.0821434,0,1
0,0.249318671,0.128385203,0,1
0.65379914,0.230120767,0.354821466,0.032162639,1
0.132746438,0.031643709,0.059267171,0.000535045,1
0.820230716,0.006594456,0.015929197,0.001007029,1
0,0.010256033,0.018351954,0,1
0.549715908,0.003804392,0.016410785,0.013533153,1
0.537720066,0.064525511,0.095474131,0.002564832,1
2.02122996,0.009182725,0.060952127,0.004207405,1
0,0.000168167,0.010002737,0,1
0,0.452288697,0.299906279,0,1
0.711030673,0.000487899,0.016141417,0.020425429,1
3.49486209,0.012049557,0.040366642,0.085994206,1
1.209097222,0.01351569,0.028098055,0.006608231,1
0,0.003814624,0.017398573,0,1
0.402808451,0.019084937,0.037621521,0.001006917,1
3.090651346,0.019610052,0.052989883,0.057468094,1
13.65089988,0.008077846,0.063685532,0.180519473,1
6.716034845,0.001317211,0.028938111,0.028664872,1
0,0.124063324,0.080491495,0,1
5.752445086,0.002492401,0.049397121,0.237944598,1
0.087895374,0.048110855,0.062921009,1.15E-05,1
0.170296311,0.057832898,0.080339011,0.002816901,1
0,0.171950673,0.164997641,0,1
0.714631835,0.041962259,0.059341961,0.007826552,1
0,0.080840203,0.09674041,0,1
0,0.161665152,0.126303103,0,1
7.876523748,0.044338976,0.258761393,0.016013049,1
1.227303946,0.026577947,0.051122348,0.021109703,1
4.63165669,0.004989506,0.039854558,0.059427042,1
0.20576926,0.000296045,0.01,0.007751938,1
0,0.186109564,0.086936532,0,1
0.55891161,0.010625448,0.021062205,0.000709366,1
5.496127415,0.00678132,0.037824595,0.124313071,1
0.397535866,0.083048156,0.080349385,0.01683377,1
0,0.0467981,0.067830588,0,1
0.073830359,0.075202012,0.097675207,1.31E-06,1
0.170052613,0.09368552,0.091758333,0.002793296,1
0.254793192,0.19226068,0.201774849,0.000828881,1
0.104150353,0.018483321,0.027782049,6.76E-05,1
16.12911683,0.004572856,0.02399942,0.480752916,1
3.718984492,0.00294079,0.013395057,0.009326309,1
0.170632388,0.007368128,0.027406893,1.63E-05,1
0.56634895,0.001143335,0.015454545,0.020611995,1
1.647791979,0.095532309,0.189143361,0.102438449,1
0,0.352662567,0.223618051,0,1
0,0.000521888,0.016081232,0,1
1.140528644,0.006580122,0.029334844,0.057324004,1
6.354048349,0.050283908,0.077340036,0.85544232,1
0.477106472,0.003129864,0.01462976,0.007361736,1
8.016132908,0.013976685,0.044778399,0.333311942,1
4.744922338,0.007906193,0.018307118,0.160126438,1
0,0.05844094,0.067739248,0,1
6.158196073,0.015335519,0.086831255,0.186873041,1
2.300230716,0.002016634,0.023191773,0.087393294,1
5.541075922,0.011908474,0.032780759,1.249338605,1
0.612194676,0.012465107,0.046909117,0.000783246,1
3.82544268,0.01207866,0.053884162,0.215224823,1
32.10459732,0.015487987,0.053163325,8.336583143,1
0.131896199,0.031680394,0.018920033,0.000509684,1
0.145515332,0.020027625,0.039042284,0.001036269,1
0,0.055724885,0.082574252,0,1
1.464526579,0.001279801,0.036118333,0.00654673,1
0.247111422,0.001150424,0.016903121,0.000619454,1
0,0.01,0.01,0,1
4.005623283,0.006151302,0.029392174,0.071278336,1
0,0.097830375,0.098318393,0,1
9.882582982,0.007171426,0.053454014,0.393018305,1
1.196159955,0.008966483,0.029581371,0.014408248,1
0,0.15348996,0.143613116,0,1
0,0.419133921,0.293597867,0,1
0,0.09744158,0.052223681,0,1
0,0.064889844,0.065530061,0,1
7.655302342,0.00561528,0.044819043,0.060059113,1
1.757184665,0.008638948,0.082942575,0.028896076,1
0.982434202,0.001249331,0.021735108,0.018666807,1
0,0.338454466,0.186200673,0,1
