RA,JC,AA,Label
0.006061917,0.003656307,0.269680473,1
0.061226367,0.01038206,6.923318085,1
0,0,0,1
0.004923087,0.002615519,0.459714913,1
0.02060535,0.016627078,1.113359291,1
0,0,0,1
0.039702128,0.069028711,13.39057119,1
0.010132477,0.050938338,2.305850704,1
0.005395488,0.03047619,3.388467382,1
3.43E-05,0.000213744,0.180237379,1
0.216978677,0.081081081,1.442536961,1
0.008682199,0.004385965,0.353218392,1
0,0,0,1
0,0,0,1
0.000173499,0.003918495,0.466738006,1
0.000607369,0.00149738,1.161696721,1
0.001302279,0.014124294,0.556571954,1
0.093689544,0.024336283,7.529697011,1
0.000386997,0.001005025,0.127273521,1
0.412730394,0.069767442,3.200725648,1
1.63E-05,0.00990099,0.090689407,1
0.007518797,3.33E-05,0.204484378,1
0.404420008,0.078651685,11.37606673,1
0.007259839,0.034108527,2.535744938,1
0.000981527,0.007232585,1.832744164,1
0.033414135,0.048582996,1.996611401,1
0.11211816,0.052631579,0.600031804,1
0.016590096,0.016694491,2.62716499,1
0.010085878,0.014634146,0.471423685,1
0.114502001,0.016470588,2.689773605,1
0,0,0,1
0.004095192,0.018691589,0.569631189,1
0,0,0,1
0.00517023,0.007662835,0.333016185,1
0.033193246,0.015151515,2.650705413,1
0.172354819,0.081967213,8.523423942,1
0.023369901,0.064777328,2.343243957,1
0.021486327,0.015789474,2.22920454,1
0.001902452,0.011111111,0.233439605,1
0,0,0,1
0.096929884,0.046773495,14.80061532,1
2.89E-05,0.009090909,0.095674287,1
0.125444816,0.162601626,3.749957766,1
0.002195288,0.007261411,1.50176492,1
0,0,0,1
0.004875097,0.02166065,6.640561431,1
0,0,0,1
0.278036885,0.011245865,8.185045666,1
0.286462028,0.259615385,5.731469363,1
0.037433271,0.157657658,4.853371453,1
0.002071408,0.00639127,3.999566445,1
0,0,0,1
0.013888889,0.00591716,0.233826998,1
0.011142467,0.013972056,0.965219281,1
0,0,0,1
0.342292293,0.210526316,4.009833523,1
0.042894215,0.200913242,6.072171694,1
0.001945052,0.004201681,0.363518618,1
0,0,0,1
0.478647429,0.059841384,14.15548824,1
0,0,0,1
0,0,0,1
0,0,0,1
0.002284341,0.007782101,0.294420116,1
0.190101071,0.058441558,3.450383418,1
0.018242392,0.02173913,3.403385598,1
0,0,0,1
0.09904478,0.129251701,3.466532653,1
0.034521794,0.115732369,8.028982257,1
0.002506756,0.045375218,2.513837563,1
0.282459542,0.086666667,2.595646412,1
0.003412969,0.008064516,0.176050988,1
0.006369427,0.01754386,0.197775195,1
0.060736051,0.010980392,2.11064698,1
1.17401267,0.028337062,20.31185168,1
2.69E-06,0.000439754,0.077968063,1
0.007751938,0.002702703,0.20576926,1
1.31E-06,0.005714286,0.073830359,1
0.005353615,0.02173913,2.3690637,1
0,0,0,1
0.037322504,0.046511628,1.461643133,1
0.001968504,0.0016,0.16050124,1
0,0,0,1
0.021612224,0.021929825,1.504679212,1
0.000919254,0.003177966,0.352318916,1
0.008609584,0.005841742,1.477180027,1
1.31218871,0.043402778,11.67767323,1
0,0,0,1
0,0,0,1
0.009014195,0.000990917,0.831834638,1
0.004347826,0.012820513,0.183888455,1
0.009003737,0.019548872,1.569699556,1
0,0,0,1
0.002646551,0.039130435,1.070544352,1
0,0,0,1
0,0,0,1
0,0,0,1
0.81818208,0.168350168,10.624077,1
0.035065877,0.021435228,3.34393111,1
0.000936486,0.015905947,2.146336978,1
0.015346302,0.033628319,6.48149564,1
0,0,0,1
0.079600098,0.050290135,7.218744413,1
0,0,0,1
0.006793997,0.006369427,0.350120639,1
3.92E-05,0.000992063,0.098557939,1
0,0,0,1
0.000807754,0.000834028,0.140424737,1
0.000709985,0.002560819,0.251299809,1
0,0,0,1
0.003836994,0.023411371,0.769590928,1
0.014427096,0.019002375,1.193588918,1
1.710579043,0.030987395,23.48805622,1
0.003206241,0.00746826,1.177786968,1
0.001485884,0.01010101,0.153568659,1
0,0,0,1
0.12163006,0.01680831,12.04353523,1
0.011774478,0.020547945,0.5334553,1
0,0,0,1
0.002080414,0.04398827,1.584820314,1
0.00204918,0.003703704,0.161542657,1
0.000465532,0.008264463,0.224816365,1
0.000186627,0.007936508,0.214200444,1
0.055917404,0.133333333,3.827597549,1
0.250616381,0.061077844,8.879324298,1
0.00743067,0.006309148,0.575704338,1
0,0,0,1
0.055472109,0.050535988,4.784317134,1
0.006689034,0.002307185,0.86242733,1
0.013888889,0.047619048,0.233826998,1
6.37E-06,0.011235955,0.083581765,1
0.000824832,0.006825939,0.256339706,1
0.123336777,0.002787456,1.782773672,1
0.185562845,0.064102564,3.227776675,1
0.000793005,0.016752577,1.260808819,1
0.001785897,0.008230453,0.28119276,1
0,0,0,1
0.004791872,0.004413619,0.835373681,1
0.013157653,0.004424779,1.079838957,1
0.491113586,0.011889597,14.14763997,1
0.000840877,0.020618557,0.255187017,1
5.409340231,0.05320632,115.2762513,1
1.31E-06,0.003787879,0.073830359,1
0.735203159,0.37037037,11.52144446,1
0,0,0,1
0.234105181,0.03030303,1.27537419,1
0.025600951,0.03125,1.62582066,1
0.054883703,0.028708134,1.166052771,1
0.090771,0.283018868,2.87297887,1
0.139324173,0.112359551,5.366016549,1
0,0,0,1
0,0,0,1
0.20310559,0.03125,0.794508555,1
1.31E-06,0.019607843,0.073830359,1
0.003676471,0.003436426,0.178386605,1
0,0,0,1
0.110684991,0.002431118,1.299411072,1
0.000133044,0.002316602,0.290149486,1
0.000631115,0.025773196,0.535756243,1
0.006868435,0.037151703,2.797484237,1
0.005347594,0.002739726,0.191164067,1
0.002030013,0.018252934,1.479195427,1
0.001354346,0.004709576,0.383386451,1
0.215367402,0.000667016,2.843150825,1
0,0,0,1
0.004157378,0.004287245,0.571157655,1
0,0,0,1
0.003514725,0.006578947,0.30272376,1
0.011324522,0.023529412,3.048906456,1
0,0,0,1
0.122797965,0.028089888,5.810345693,1
1.68E-05,0.000112892,0.090968299,1
0.006396982,0.007788162,0.712552661,1
3.33E-05,0.000805153,0.097002751,1
9.12E-05,0.026315789,0.107498404,1
0.1956528,0.225,2.249365151,1
0.00036083,0.004,0.545396778,1
0,0,0,1
0.000114916,0.006134969,0.110237684,1
1.63E-05,0.00952381,0.170632388,1
0.003012048,0.004132231,0.172261283,1
0.00290534,0.012987013,0.304618183,1
0,0,0,1
0.003796802,0.19047619,0.564989484,1
0.064556912,0.02184466,3.587927639,1
0.005093657,0.025157233,0.590796832,1
0,0,0,1
0.000996145,0.009963768,1.086955737,1
0,0,0,1
0.003178727,0.003954306,1.036671957,1
0.002326725,0.004238411,3.168576973,1
1.01E-05,0.00877193,0.086953824,1
0.00129133,0.003194888,0.462581553,1
0.004332813,0.00887574,0.335089044,1
0.014571293,0.019732059,19.17597598,1
0.169480185,0.075268817,2.917516147,1
0.017092037,0.031914894,0.95116606,1
0,0,0,1
0.000637271,0.000993276,1.222112052,1
0.008699121,0.028268551,1.098251397,1
0.006378142,0.006134969,0.6184348,1
0.004354543,0.007194245,0.545007248,1
0.090217511,0.043352601,2.542511324,1
0.002415459,1.40E-05,0.165951252,1
5.19E-05,0.001371742,0.18785416,1
0,0,0,1
0.004640475,0.015384615,0.403458381,1
0.291025145,0.261538462,4.018122938,1
0.001116138,0.00041468,0.220909604,1
0.064775803,0.025816249,4.687301416,1
0.024145296,0.007518797,3.365300142,1
0.005337872,0.0075,0.451552485,1
0.014945956,0.011797753,2.545655704,1
0.002564858,0.00019561,2.731514196,1
0.019339551,0.026829268,1.621784779,1
8.346420182,0.011461576,188.0757697,1
0,0,0,1
0.055379517,0.096774194,0.745448061,1
0.135090867,0.035433071,2.051929452,1
0.040507778,0.011406844,1.889791411,1
0,0,0,1
0,0,0,1
0.000316964,0.007361963,0.566823573,1
0,0,0,1
0.000101726,0.005270092,0.708342113,1
0.10866252,0.042087542,7.105953665,1
1.10291943,0.079646018,13.13578695,1
2.11E-05,0.005181347,0.17390981,1
2.50E-06,0.004854369,0.077516816,1
0.254306488,0.034132841,5.764616693,1
0.006134925,0.012362637,2.048949124,1
0.004848837,0.014466546,0.953819904,1
0,0,0,1
0.003773585,0.003496503,0.179220147,1
0.000323834,0.002257336,0.124451187,1
0.024837195,0.048780488,0.455218155,1
0.140134845,0.020375087,12.34236475,1
0.357601338,0.001791656,1.848562963,1
0.127712069,0.092198582,6.05357564,1
0.000108626,0.000322321,0.380290331,1
0,0,0,1
0,0,0,1
0,0,0,1
1.41E-05,0.000780031,0.165536356,1
0,0,0,1
0,0,0,1
0,0,0,1
0.002824859,0.012345679,0.170378159,1
0.894215422,0.04964539,9.747310387,1
0.007228284,0.031058824,6.761482013,1
0.000214585,0.024038462,0.488208783,1
0.017055289,0.064935065,0.83029254,1
3.041334091,0.005262319,52.4795515,1
0.035885995,0.060498221,2.543106032,1
0.297855752,0.2,3.014257473,1
0,0,0,1
0,0,0,1
0.403125765,0.061749571,11.69186143,1
0.00289733,0.023076923,0.413216368,1
0,0,0,1
0.009615385,0.006578947,0.215313487,1
0.00210726,0.003058104,0.382721123,1
6.48E-05,0.001031194,0.36150955,1
0,0,0,1
0.143502163,0.027509294,11.30515241,1
0,0,0,1
0.156781059,0.065217391,2.195986723,1
0.003382674,0.003355705,0.439070052,1
0.022890436,0.021857923,0.750898759,1
0.167978283,0.368421053,1.751578493,1
0,0,0,1
0.001893303,0.046296296,1.571107147,1
0.001933554,0.011363636,0.981040424,1
0,0,0,1
0.026807402,0.039215686,1.371885028,1
0,0,0,1
0.000896861,0.003322259,0.142518972,1
0,0,0,1
0.2,0.002392344,0.621334935,1
0.246290563,0.067567568,5.43545769,1
0.00518212,0.003475239,0.993689166,1
0.000120042,0.005309735,0.291875503,1
0,0,0,1
2.899599201,0.001149806,30.80978821,1
0.0002292,0.002617801,0.119318712,1
0.087643678,0.002770083,0.586025752,1
0.008403361,0.007518797,0.20924339,1
0,0,0,1
0.011507349,0.032786885,0.61132152,1
0.000790713,0.001111729,0.217906794,1
0,0,0,1
0.003814865,0.002486325,0.577786094,1
0,0,0,1
0.002211487,0.00245098,0.289489247,1
0.003471896,0.004873294,1.190113429,1
0,0,0,1
0.528929702,0.000636546,14.6818582,1
0.189222512,0.122743682,5.88391164,1
0,0,0,1
0.000295072,0.001567398,0.123027104,1
0.005434783,0.013888889,0.191756916,1
0.00074269,0.002039776,0.366079615,1
0.000167308,0.007194245,0.114999711,1
0,0,0,1
0.019157171,0.030769231,1.501452805,1
0.008477414,0.016913319,1.131950322,1
0.021299827,0.041237113,0.723147727,1
1.337145824,0.08,7.713551029,1
0.103457109,0.004520796,2.082710257,1
0.003571429,0.005681818,0.177468916,1
0.031317059,0.05,1.959820623,1
0.007165151,0.02484472,4.789888233,1
9.74E-06,0.001795332,0.162010549,1
0.000311677,0.006289308,0.197627093,1
0.002487567,0.004210526,0.951128179,1
0,0,0,1
0,0,0,1
0.156325376,0.481481481,2.855719859,1
0.001059322,0.004016064,0.145982713,1
0.005820199,0.011299435,0.581666371,1
0.52163466,0.000855542,9.900177095,1
0,0,0,1
0.009558598,0.01010101,0.657229825,1
0.000528471,0.001830664,0.42413723,1
0.000200544,0.005813953,1.247317934,1
0.007187803,0.01965602,1.073152508,1
0.013213365,0.004267425,0.525367199,1
0,0,0,1
0,0,0,1
0.038230536,0.19047619,0.707055069,1
0,0,0,1
0,0,0,1
0.019003278,0.012629162,1.565349523,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0.022300533,0.016736402,0.696978167,1
0.528945782,0.456521739,5.462345856,1
0.418441995,0.024412094,16.92889251,1
0.005050505,0.008849558,0.189097864,1
0,0,0,1
0,0,0,1
0.013855056,0.118644068,1.021825831,1
0.519678059,0.016172507,3.353250373,1
0.005747126,0.005649718,0.193833937,1
0.002986328,0.00234192,0.628429574,1
0.023739496,0.020833333,0.44313719,1
0.000102665,0.000887784,0.452994374,1
0.002952286,0.008673027,1.152603706,1
0.725717801,0.026765799,7.997758546,1
0.052025167,0.087628866,2.843892455,1
0.007841423,0.006936416,0.879023758,1
0,0,0,1
0,0,0,1
1.16E-05,0.000491159,0.08801954,1
0.357815266,0.071428571,2.004343391,1
0.179985643,0.00201145,4.889206369,1
0,0,0,1
0.013421222,0.077586207,1.292228923,1
0.357075872,0.052790347,6.512929069,1
0.015935952,0.032036613,1.940792241,1
8.38E-06,0.001113586,0.08554461,1
0.394030269,0.132352941,2.526749196,1
0.064661049,0.104895105,2.68347726,1
0.008651661,0.025,0.971469339,1
0,0,0,1
0,0,0,1
0.010555682,0.00427655,0.910507346,1
1.31E-06,0.000724113,0.073830359,1
1.063982934,0.027422303,8.099766829,1
0.001846975,0.028571429,0.937231969,1
2.036199556,0.071551231,25.41698892,1
0.715836904,0.066223648,45.96357645,1
7.93E-05,0.003448276,0.105908791,1
0.000744935,0.002220893,2.419374973,1
0.003676471,0.003436426,0.178386605,1
0.004881068,0.018115942,0.659950011,1
0,0,0,1
0.780784148,0.195027195,40.93012061,1
0.002703504,0.027842227,1.22295592,1
0.03396425,0.015625,2.767896534,1
0.001241849,0.054545455,0.380449376,1
0.00550467,0.000199907,0.82194596,1
0.01,0.000728332,0.217147241,1
0.334362097,0.097856477,16.85245342,1
2.50E-06,0.011235955,0.077516816,1
0.013806697,0.012658228,5.405642711,1
0.000579374,0.001689189,0.134164044,1
0,0,0,1
0.004498747,0.014128728,1.078637726,1
0.375334216,0.005203371,20.33010022,1
0.004074286,0.027533685,4.590366414,1
0.001721925,0.081081081,0.401129243,1
0.123116994,0.064472801,13.44392862,1
0,0,0,1
0.001694915,0.012820513,0.156736802,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0.032162639,0.032608696,0.65379914,1
0.000535045,0.012345679,0.132746438,1
0.001007029,0.008762322,0.820230716,1
0,0,0,1
0.013533153,0.007444169,0.549715908,1
0.002564832,0.011461318,0.537720066,1
0.004207405,0.044083527,2.02122996,1
0,0,0,1
0,0,0,1
0.020425429,0.001548587,0.711030673,1
0.085994206,0.064417178,3.49486209,1
0.006608231,0.018315018,1.209097222,1
0,0,0,1
0.001006917,0.014814815,0.402808451,1
0.057468094,0.054285714,3.090651346,1
0.180519473,0.02151463,13.65089988,1
0.028664872,0.01851217,6.716034845,1
0,0,0,1
0.237944598,0.001194443,5.752445086,1
1.15E-05,0.001356852,0.087895374,1
0.002816901,0.00245098,0.170296311,1
0,0,0,1
0.007826552,0.008012821,0.714631835,1
0,0,0,1
0,0,0,1
0.016013049,0.016691579,7.876523748,1
0.021109703,0.042553191,1.227303946,1
0.059427042,0.043715847,4.63165669,1
0.007751938,0.000762777,0.20576926,1
0,0,0,1
0.000709366,0.000489141,0.55891161,1
0.124313071,0.025491624,5.496127415,1
0.01683377,0.012121212,0.397535866,1
0,0,0,1
1.31E-06,0.007692308,0.073830359,1
0.002793296,0.011904762,0.170052613,1
0.000828881,0.000835422,0.254793192,1
6.76E-05,0.003636364,0.104150353,1
0.480752916,0.045909091,16.12911683,1
0.009326309,0.014776184,3.718984492,1
1.63E-05,0.00591716,0.170632388,1
0.020611995,0.0125,0.56634895,1
0.102438449,0.142857143,1.647791979,1
0,0,0,1
0,0,0,1
0.057324004,0.028169014,1.140528644,1
0.85544232,0.035310734,6.354048349,1
0.007361736,0.017751479,0.477106472,1
0.333311942,0.033987915,8.016132908,1
0.160126438,0.007324219,4.744922338,1
0,0,0,1
0.186873041,0.129277567,6.158196073,1
0.087393294,0.002474227,2.300230716,1
1.249338605,0.090361446,5.541075922,1
0.000783246,0.034482759,0.612194676,1
0.215224823,0.075396825,3.82544268,1
8.336583143,0.180055402,32.10459732,1
0.000509684,0.005681818,0.131896199,1
0.001036269,0.00140647,0.145515332,1
0,0,0,1
0.00654673,0.002959309,1.464526579,1
0.000619454,0.002828854,0.247111422,1
0,0,0,1
0.071278336,0.026910657,4.005623283,1
0,0,0,1
0.393018305,0.028403526,9.882582982,1
0.014408248,0.039130435,1.196159955,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0.060059113,0.016232858,7.655302342,1
0.028896076,0.022312373,1.757184665,1
0.018666807,0.003287671,0.982434202,1
0,0,0,1
0.427880627,0.325,6.05361321,1
0.020786057,0.024144869,5.543456366,1
0.003623188,0.005376344,0.177923252,1
0.013693451,0.008259212,1.693301243,1
0.009568811,0.043859649,0.7423563,1
0,0,0,1
0.00318382,0.006443299,0.627429189,1
0.00093122,0.002437538,0.432356765,1
0.002630627,0.004545455,0.647582389,1
0,0,0,1
0.451910941,0.22,6.877490814,1
0.1165895,0.007168459,2.151194442,1
0.011321736,0.015306122,0.873206988,1
0.041795722,0.052631579,1.88601929,1
0.009269613,0.036697248,0.63277505,1
0,0,0,1
0.003857277,0.034090909,1.325067678,1
0.009522683,0.000554543,1.003292788,1
0.002447581,0.024793388,0.324543154,1
0.0172806,0.028985507,0.344836485,1
0,0,0,1
0.001666667,0.011363636,0.156324996,1
0.005759348,0.004115226,0.341318591,1
0.02572455,0.107692308,1.159686081,1
0.001406773,0.004587156,0.49275619,1
0,0,0,1
0.006578947,0.018867925,0.19904932,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0.159664338,0.025753769,6.425842767,1
0.00250362,0.003225806,2.250606222,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0.003896162,0.013986014,0.735177813,1
0,0,0,1
0,0,0,1
0,0,0,1
0.016539472,0.022172116,6.802174782,1
0.001135074,0.004761905,0.147469621,1
0,0,0,1
1.309075626,0.022985602,17.7190655,1
2.463301782,0.073015873,9.883144488,1
0.026604596,0.017326733,1.17678418,1
0.03009988,0.032442748,2.463573151,1
0.002770083,0.001964637,0.169811636,1
0.219044476,0.055096419,6.827740577,1
0.142880491,0.234042553,2.474152467,1
0.170266101,0.063674322,9.430830158,1
0.041859018,0.034482759,1.756424968,1
0.042816488,0.00245058,2.212994695,1
0.001769475,0.001424501,0.235731754,1
0.031347962,0.015151515,0.474624684,1
0.018700078,0.037735849,1.283858706,1
6.37E-06,0.001126126,0.083581765,1
0.00269846,0.012738854,0.270058909,1
0.011340929,0.03030303,0.527739789,1
0.062552024,0.072151899,7.736455353,1
0,0,0,1
0,0,0,1
0,0,0,1
0.013672811,0.021601017,3.893847016,1
0.007586413,0.011547344,1.843378351,1
0.004901961,0.007751938,0.188036374,1
0.001910495,0.036649215,0.813408831,1
0,0,0,1
0.008445966,0.00729927,0.507564464,1
7.43E-05,0.006281407,0.445534842,1
0.123590829,0.057722309,6.10118637,1
0,0,0,1
0.015247916,0.009615385,0.408703293,1
0.060684636,0.022801303,1.411912409,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0.005589973,0.019895872,10.37391437,1
0.186653371,0.00028777,2.01594313,1
0,0,0,1
0,0,0,1
0.001788723,0.024793388,0.393833775,1
0.03811078,0.013314142,5.05427046,1
0.002,0.009345794,0.160911192,1
0.037270219,0.013157895,2.776715469,1
0,0,0,1
0,0,0,1
0.004490826,0.010723861,0.492096472,1
0.017655947,0.021052632,0.657338605,1
0,0,0,1
0.02719174,0.091743119,1.541274205,1
0.169880403,0.037735849,1.396587977,1
0.001865672,0.0003861,0.159130912,1
0.513071813,0.035411287,15.77686491,1
0,0,0,1
0,0,0,1
0.307262287,0.044540596,24.25062075,1
0.001446565,0.009731233,2.091597994,1
2.50E-06,0.004219409,0.077516816,1
0.274005932,6.56E-05,8.118593905,1
0,0,0,1
0.001050034,0.021164021,0.439133706,1
0,0,0,1
0.015306799,0.022075055,1.444540095,1
0.000284399,0.013740458,0.83058381,1
0.337729262,0.02301496,4.45043619,1
0.025984967,0.075,0.622690917,1
0.000153427,0.009885932,1.142338047,1
0.007723556,0.011603376,1.347080525,1
0.000431468,0.007506527,2.086190733,1
0.000839032,0.009945301,1.822958504,1
0.016599469,0.006568144,1.191746058,1
0.022221774,0.004061738,0.85242858,1
0.004269175,0.018348624,0.320092535,1
0.031795305,0.001330893,1.364564153,1
0.013233235,0.015151515,0.533566377,1
0,0,0,1
0.004154119,0.013673089,2.400937661,1
0.001975629,0.012958963,0.715723538,1
0.245265563,0.132352941,7.015643951,1
0.005050092,0.008982036,0.407463534,1
2.49E-05,0.00023218,0.254527284,1
0.025963885,0.038854806,2.744758834,1
0.877337551,0.101796407,7.882948676,1
0.187149068,0.145299145,8.562538396,1
0,0,0,1
0.003362293,0.037190083,1.10138694,1
0,0,0,1
0.078468524,0.006545931,4.332312238,1
0.007141952,0.0625,0.480676191,1
0.003595713,0.011299435,0.795030313,1
0.162733128,0.07,3.589072639,1
0.014409318,0.042635659,2.863616435,1
0.084170461,0.017129154,7.162595133,1
0.004484784,0.002409639,0.322409173,1
0.264372894,0.049868766,6.971984414,1
0.003941082,0.008215962,0.86206847,1
0.019178709,0.058823529,1.115245173,1
0,0,0,1
0.040171928,0.015748031,0.859197163,1
0,0,0,1
0,0,0,1
0.140382388,0.126893939,10.23909545,1
7.93E-05,0.003424658,0.105910571,1
0,0,0,1
0,0,0,1
0.002046408,0.011661808,0.517725428,1
0.208552526,0.025316456,3.959298275,1
0.041291837,0.036211699,1.920760415,1
0.000176211,0.01754386,0.115689513,1
2.35E-05,0.006944444,0.093805252,1
0,0,0,1
0.009168308,0.013414634,1.459187547,1
0,0,0,1
0.011039332,0.034246575,0.736964067,1
0.014097284,0.038585209,1.670495311,1
0.037929764,0.018849206,2.908060331,1
0,0,0,1
0,0,0,1
0.000185736,0.001605136,0.116398353,1
0.003266561,0.003721161,7.14800472,1
0.007501467,0.029850746,0.357905636,1
0.001845974,0.015444015,0.844006561,1
0.001336656,0.003690037,0.384743408,1
0,0,0,1
0.000956012,0.020182605,3.851225723,1
0.093680745,0.062634989,4.672004526,1
0.006802013,0.009683099,1.315606255,1
0.015215712,0.026058632,8.589908564,1
0.102194937,0.00977135,6.868001822,1
0.011222577,0.047001621,3.548505307,1
0.003378378,0.038461538,0.175735823,1
0.056232192,0.032374101,4.015986725,1
0.007271757,0.043209877,0.967446729,1
0,0,0,1
0.011752142,0.005509642,0.6821395,1
0.018181818,0.016949153,0.249542515,1
0.001557632,0.016949153,0.154688892,1
0,0,0,1
0,0,0,1
0.009411448,0.019455253,0.675483215,1
0.004983085,0.026760563,5.651585543,1
0.015803895,0.007614213,0.555671297,1
0.008592985,0.013941698,1.367760543,1
0.152292987,0.067603161,11.39185436,1
0.00423844,0.019396552,1.030970046,1
0.04341053,0.015503876,0.711884618,1
0.000274328,0.001775148,0.306038791,1
0.001305022,0.003722084,0.64355595,1
0,0,0,1
3.234049416,0.068675746,48.09721249,1
1.14E-05,2.10E-05,0.087876729,1
0.146456737,0.034969325,8.983381558,1
0,0,0,1
0.044177134,0.003613587,2.385636111,1
0.012309554,0.004319654,1.102807529,1
0.1052283,0.15625,1.256707961,1
0.003559887,0.003703704,0.607711532,1
0,0,0,1
0.009356725,0.037037037,0.364111504,1
1.57E-05,0.007462687,0.09040609,1
0,0,0,1
0,0,0,1
0.186081653,0.047619048,3.874308544,1
1.50E-05,0.023809524,0.090002603,1
0.008474576,0.0125,0.209613521,1
1.31E-06,0.016949153,0.073830359,1
0.466689804,0.039772727,3.659988163,1
0.00858033,0.014851485,5.264841458,1
0,0,0,1
0.311485678,0.150214592,7.112376715,1
0,0,0,1
0.003627281,0.028571429,0.437428773,1
0.009009009,0.003012048,0.212335404,1
0.001115459,0.003456221,0.334873574,1
0.142190884,0.122257053,6.327099912,1
0.013554645,0.025221541,4.370706557,1
0.000768927,0.04,0.253155338,1
0.007951174,0.00877193,0.32651993,1
0.000820738,0.017068273,3.133141833,1
0,0,0,1
0,0,0,1
0.001998461,0.003556609,0.641925114,1
0,0,0,1
0.000301863,0.00085293,0.663883393,1
0.004492275,0.006134969,0.44859438,1
0.020090727,0.013705335,3.715831244,1
0,0,0,1
0.044162826,0.021978022,0.516898698,1
0.05961685,0.035532995,2.388001916,1
0,0,0,1
0.085330918,0.000221533,1.482274561,1
0,0,0,1
0.025193178,0.044155844,2.517044691,1
0,0,0,1
0.065297211,0.000482792,1.109417679,1
0.006280011,0.054054054,1.015693345,1
0.02587146,0.041666667,0.454246322,1
0,0,0,1
0,0,0,1
0.002063456,0.007462687,0.27638715,1
0.02320933,0.006681514,1.401353315,1
0.004032258,0.0078125,0.181375338,1
